as_of,baseline_label,baseline_frozen_on,ohlcv_max_date,ohlcv_refreshed_rows,ohlcv_total_rows,ohlcv_refresh_pct,ohlcv_failed_tickers,approved_live_count,targeted_count,probation_count,watch_count,selected_additions_count,selected_single_swaps_count,selected_demotions_count,standalone_removes_count,selected_additions,selected_swaps,tracked_forward_names,forward_in_current_scan,forward_active_names,forward_progressions,unresolved_legacy_selection_gaps,local_portfolio_names,local_portfolio_outside_overlay,recommendation,full_start,full_end,full_roi_pct,full_cagr_pct,full_maxdd_pct,full_sharpe,full_orders,oos_start,oos_end,oos_roi_pct,oos_cagr_pct,oos_maxdd_pct,oos_sharpe,oos_orders
2026-04-11,best_algo_184_dynamic_universe_staged_r8_uranium_exitguard,2026-04-05,2026-04-10,379,380,99.7368,MMC,8,20,0,48,8,1,1,0,"006400.KS,006800.KS,0568.HK,2383.TW,272210.KS,285A.T,AXTI,ONDS",ZS -> 0568.HK,195,176,24,0,75,"LRCX,MU,PAAS","LRCX,MU,PAAS",continue monitoring,2015-01-02,2026-04-03,920484.406288,125.095374,-44.80329,2.113031,545.0,2022-01-03,2026-04-03,14687.404102,224.33578,-35.809446,2.879884,238.0
