ticker,source_names,source_types,seed_hits,etf_hits,name,rating,market weight,sector_key,symbol,Name,Holding Percent,etf_name,industry_key,seed,source_count,source_type_count,sources,is_active,is_reserve,is_hard_exclusion,candidate_status,ytd return,growth estimate,last price,target price,marketCap,averageDailyVolume3Month,regularMarketPrice,fiftyDayAverageChangePercent,twoHundredDayAverageChangePercent,regularMarketChangePercent,sector,industry,priority_score
WAB,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,Westinghouse Air Brake Technologies Corporation,Buy,0.0064090267,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5
ROK,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,"Rockwell Automation, Inc.",Buy,0.0061202548,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5
WCN,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,"Waste Connections, Inc.",Strong Buy,0.006120158,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5
ODFL,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,"Old Dominion Freight Line, Inc.",Hold,0.0060120593,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5
HEI-A,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,HEICO Corporation,Hold,0.0050723096,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5
EME,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,"EMCOR Group, Inc.",Buy,0.004986256,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5
IR,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,Ingersoll Rand Inc.,Buy,0.004922388,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5
OSS,"{'WDC', 'SNDK'}",industry_top_growth|industry_top_performing,,,"One Stop Systems, Inc.",,,technology,,,,,computer-hardware,,2,2,SNDK|WDC,0,0,0,new,0.1992,12.0,8.61,12.6667,,,,,,,,,17.5
PSTG,"{'WDC', 'SNDK'}",industry_top_growth,,,"Everpure, Inc.",,,technology,,,,,computer-hardware,,2,1,SNDK|WDC,0,0,0,new,-0.0642,0.14084507042253536,,,,,,,,,,,17.5
NDBI,"{'VRT', 'BE'}",industry_top_performing,,,,,,industrials,,,,,electrical-equipment-parts,,2,1,BE|VRT,0,0,0,new,1.6699,,13.75,,,,,,,,,,17.5
AMPX,"{'VRT', 'BE'}",industry_top_performing,,,"Amprius Technologies, Inc.",,,industrials,,,,,electrical-equipment-parts,,2,1,BE|VRT,0,0,0,new,1.1641,,17.075,20.0,,,,,,,,,17.5
RFIL,"{'VRT', 'BE'}",industry_top_performing,,,"RF Industries, Ltd.",,,industrials,,,,,electrical-equipment-parts,,2,1,BE|VRT,0,0,0,new,0.8253,,10.55,11.25,,,,,,,,,17.5
POWL,"{'VRT', 'BE'}",industry_top_growth|industry_top_performing,,,"Powell Industries, Inc.",,,industrials,,,,,electrical-equipment-parts,,2,2,BE|VRT,0,0,0,new,0.6626,1.9271844660194175,529.9999,517.667,,,,,,,,,17.5
ULBI,"{'VRT', 'BE'}",industry_top_growth,,,Ultralife Corporation,,,industrials,,,,,electrical-equipment-parts,,2,1,BE|VRT,0,0,0,new,0.1346,0.43396226415094336,,,,,,,,,,,17.5
NVT,"{'VRT', 'BE'}",industry_top_growth,,,nVent Electric plc,,,industrials,,,,,electrical-equipment-parts,,2,1,BE|VRT,0,0,0,new,0.1767,0.1896551724137931,,,,,,,,,,,17.5
HAYW,"{'VRT', 'BE'}",industry_top_growth,,,"Hayward Holdings, Inc.",,,industrials,,,,,electrical-equipment-parts,,2,1,BE|VRT,0,0,0,new,-0.1243,0.1249999999999999,,,,,,,,,,,17.5
WATT,{'LITE'},industry_top_performing,,,Energous Corporation,,,technology,,,,,communication-equipment,,1,1,LITE,0,0,0,new,3.0138,,16.015,13.0,,,,,,,,,11.5
AAOI,{'LITE'},industry_top_growth|industry_top_performing,,,"Applied Optoelectronics, Inc.",,,technology,,,,,communication-equipment,,1,2,LITE,0,0,0,new,1.8256,0.9285714285714288,98.5,90.3,,,,,,,,,11.5
OCC,{'LITE'},industry_top_performing,,,Optical Cable Corporation,,,technology,,,,,communication-equipment,,1,1,LITE,0,0,0,new,1.1865,,9.73,,,,,,,,,,11.5
FIEE,{'LITE'},industry_top_performing,,,,,,technology,,,,,communication-equipment,,1,1,LITE,0,0,0,new,1.1667,,6.955,,,,,,,,,,11.5
VIAV,{'LITE'},industry_top_performing,,,Viavi Solutions Inc.,,,technology,,,,,communication-equipment,,1,1,LITE,0,0,0,new,0.9579,,34.89,30.9286,,,,,,,,,11.5
NTGR,{'LITE'},industry_top_growth,,,"NETGEAR, Inc.",,,technology,,,,,communication-equipment,,1,1,LITE,0,0,0,new,-0.1072,35.66666666666667,,,,,,,,,,,11.5
EXTR,{'LITE'},industry_top_growth,,,"Extreme Networks, Inc.",,,technology,,,,,communication-equipment,,1,1,LITE,0,0,0,new,-0.0739,1.40625,,,,,,,,,,,11.5
HLIT,{'LITE'},industry_top_growth,,,Harmonic Inc.,,,technology,,,,,communication-equipment,,1,1,LITE,0,0,0,new,-0.046,0.9189189189189189,,,,,,,,,,,11.5
LASR,{'MU'},industry_top_performing,,,"nLIGHT, Inc.",,,technology,,,,,semiconductors,,1,1,MU,0,0,0,new,0.7329,,65.0,73.5,,,,,,,,,11.5
QUIK,{'MU'},industry_top_performing,,,QuickLogic Corporation,,,technology,,,,,semiconductors,,1,1,MU,0,0,0,new,0.599,,9.61,9.66667,,,,,,,,,11.5
SLAB,{'MU'},industry_top_performing,,,Silicon Laboratories Inc.,,,technology,,,,,semiconductors,,1,1,MU,0,0,0,new,0.5826,,206.85,222.857,,,,,,,,,11.5
SKYT,{'MU'},industry_top_performing,,,"SkyWater Technology, Inc.",,,technology,,,,,semiconductors,,1,1,MU,0,0,0,new,0.5352,,27.88,35.0,,,,,,,,,11.5
DIOD,{'MU'},industry_top_performing,,,Diodes Incorporated,,,technology,,,,,semiconductors,,1,1,MU,0,0,0,new,0.4623,,72.15,75.6667,,,,,,,,,11.5
SMTC,{'MU'},industry_top_growth,,,Semtech Corporation,,,technology,,,,,semiconductors,,1,1,MU,0,0,0,new,0.0255,3.857142857142857,,,,,,,,,,,11.5
SITM,{'MU'},industry_top_growth,,,SiTime Corporation,,,technology,,,,,semiconductors,,1,1,MU,0,0,0,new,-0.0496,3.833333333333333,,,,,,,,,,,11.5
CRDO,{'MU'},industry_top_growth,,,Credo Technology Group Holding Ltd,,,technology,,,,,semiconductors,,1,1,MU,0,0,0,new,-0.324,3.0000000000000004,,,,,,,,,,,11.5
CEVA,{'MU'},industry_top_growth,,,"CEVA, Inc.",,,technology,,,,,semiconductors,,1,1,MU,0,0,0,new,-0.1227,2.6,,,,,,,,,,,11.5
TXN,"{'MU', 'WDC', 'LITE', 'technology', 'SNDK'}",sector_top_company|seed_peer,LITE|MU|SNDK|WDC,,Texas Instruments Incorporated,Hold,0.008429659,technology,,,,,computer-hardware,,5,2,LITE|MU|SNDK|WDC|technology,0,1,0,reserve,,,,,,,,,,,,,37.5
ADI,"{'MU', 'WDC', 'LITE', 'technology', 'SNDK'}",sector_top_company|seed_peer,LITE|MU|SNDK|WDC,,"Analog Devices, Inc.",Buy,0.007315318,technology,,,,,computer-hardware,,5,2,LITE|MU|SNDK|WDC|technology,0,1,0,reserve,,,,,,,,,,,,,37.5
LMT,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,Lockheed Martin Corporation,Hold,0.022087116,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,1,0,reserve,,,,,,,,,,,,,25.5
HON,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,Honeywell International Inc.,Buy,0.021950578,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,1,0,reserve,,,,,,,,,,,,,25.5
GD,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,General Dynamics Corporation,Buy,0.014625225,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,1,0,reserve,,,,,,,,,,,,,25.5
CMI,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,Cummins Inc.,Buy,0.01117035,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,1,0,reserve,,,,,,,,,,,,,25.5
EMR,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,Emerson Electric Co.,Buy,0.010886287,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,1,0,reserve,,,,,,,,,,,,,25.5
