name,full_roi_pct,full_cagr_pct,full_maxdd_pct,full_sharpe,full_orders,oos_roi_pct,oos_cagr_pct,oos_maxdd_pct,oos_sharpe,oos_orders,members,full_delta_roi_pct,full_delta_sharpe,full_delta_maxdd_pct,oos_delta_roi_pct,oos_delta_sharpe,oos_delta_maxdd_pct,tested_as_of,test_reused,retest_reason
FIX+STX,40578.270444105765,70.94388348282563,-44.92230375902515,1.6272575718160196,611,1588.9857831762035,95.93454199424694,-28.81087502934071,2.142398505270564,215,"FIX,STX",40567.41727366202,,55.07769624097485,1587.2721676499834,,71.1891249706593,2026-03-26,1,cached_no_member_retest
