ticker,source_names,source_types,seed_hits,etf_hits,name,rating,market weight,sector_key,symbol,Name,Holding Percent,etf_name,industry_key,seed,source_count,source_type_count,sources,is_active,is_reserve,is_hard_exclusion,candidate_status,ytd return,growth estimate,last price,target price,marketCap,averageDailyVolume3Month,regularMarketPrice,fiftyDayAverageChangePercent,twoHundredDayAverageChangePercent,regularMarketChangePercent,sector,industry,priority_score,recent_bars,recent_score,recent_r63,recent_r126,recent_r252,scan_bars_if_added,scan_latest_rank_if_added,scan_latest_score_if_added,scan_days_top15_if_added,scan_days_top5_if_added,scan_top15_now_if_added,scan_top5_now_if_added,scan_rank_component,scan_persistence_component,scan_bars_component,scan_top5_share,scan_rel_recent_score,scan_rr_score,scan_breakout252_component,scan_trend200_component,scan_dist_sma220,scan_dd60,scan_r21,scan_entry_heat_flag,scan_pullback_quality,recent_rel_r63,recent_rel_r126,recent_rel_r252,scan_algo_compat_score,scan_algo_compat_score_v2,scan_recent_score_pct,scan_emerging_score,scan_emerging_score_v2,scan_algo_fit,scan_candidate_track
NTGR,{'LITE'},industry_top_growth,,,"NETGEAR, Inc.",,,technology,,,,,communication-equipment,,1,1,LITE,0,0,0,new,-0.1072,35.66666666666667,,,,,,,,,,,11.5,3076,-0.16238178561864966,-0.1070846587115627,-0.23668636774824114,-0.11572576694260162,3161,147.0,-0.13352678744910726,260.0,3.0,0,0,0.0,0.709,1.0,0.011538461538461539,-0.1826355555329386,-0.3727367997772888,0.0,0.0,-0.17319595036418356,-0.10744808394135086,0.05993232185166031,0,0.0,-0.049513254580399346,-0.21919472558384478,-0.21263753595830204,3.327,2.9113384615384614,0.08333333333333333,1.45,1.0666666666666667,weak,fringe
HEI-A,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,HEICO Corporation,Hold,0.0050723096,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5,3076,-0.12011489667685273,-0.20738653427771858,-0.16453055021356688,-0.03206342433970566,3161,141.0,-0.09794641936479101,157.0,11.0,0,0,0.0,0.5825,1.0,0.07006369426751592,-0.1446682624914167,-0.4511838641112316,0.3012608182981873,0.0,-0.15222078676880613,-0.2445587135956344,-0.17542884960683192,0,0.0,-0.15628217080127227,-0.14538542815955713,-0.1381441426683485,3.0475,3.003986851913095,0.16666666666666666,1.8,1.7179274849648538,weak,fringe
FDX,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,FedEx Corporation,Buy,0.01260214,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5,3076,0.41792742171797603,0.18654520144382958,0.49852405894886354,0.45302189462416176,3161,38.0,0.4777388903264378,63.0,0.0,0,0,0.0,0.22049999999999997,1.0,0.0,0.3832664207131298,1.6487224726993064,0.7190514597057855,0.1847460907151688,0.2994976293101894,-0.09833198910297503,-0.08445071190533338,0,1.0,0.26304861688929093,0.5328633468986261,0.29377839643955284,2.8948333333333336,4.555711863585906,0.65,4.183333333333334,5.55238479303912,weak,fringe
INTC,"{'MU', 'WDC', 'LITE', 'technology', 'SNDK'}",sector_top_company|seed_peer,LITE|MU|SNDK|WDC,,Intel Corporation,Hold,0.0104898615,technology,,,,,computer-hardware,,5,2,LITE|MU|SNDK|WDC|technology,0,0,0,new,,,,,,,,,,,,,37.5,3076,0.5376343672401998,0.21403034169404478,0.413517041598346,0.823553705655131,3161,32.0,0.5427428598131956,45.0,0.0,0,0,0.0,0.1575,1.0,0.0,0.4863052741861603,0.7142383668467106,0.46402279171273264,0.18164991190019375,0.32071291119195955,-0.18759202290054355,-0.05866040821979357,0,1.0,0.2923058827193665,0.4459083591907975,0.6237018849149201,2.7725,4.1755702888344235,0.6833333333333333,4.35,5.2556894583794,weak,fringe
MSI,"{'MU', 'WDC', 'LITE', 'technology', 'SNDK'}",sector_top_company|seed_peer,LITE|MU|SNDK|WDC,,"Motorola Solutions, Inc.",Buy,0.0035658674,technology,,,,,computer-hardware,,5,2,LITE|MU|SNDK|WDC|technology,0,0,0,new,,,,,,,,,,,,,37.5,3076,0.052367868625531826,0.18885773701813302,-0.011623071404145202,0.048113874458908246,3161,117.0,0.047965379484296244,86.0,0.0,0,0,0.0,0.301,1.0,0.0,0.030810905726658573,0.23207003839786278,0.7642260280154236,0.03531932896236952,0.0547411309747623,-0.0746127216198631,-0.04559436243524495,0,1.0,0.26551025497528813,0.011025987682541816,-0.06675385085353946,2.6029999999999998,3.6569272141866755,0.36666666666666664,2.8,3.7892260280154235,weak,fringe
DAL,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,"Delta Air Lines, Inc.",Strong Buy,0.0066528255,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5,3076,0.2009901981622582,-0.05289356421071589,0.1570092667201204,0.371913010790883,3161,60.0,0.34165187434957006,35.0,0.0,0,0,0.0,0.12249999999999998,1.0,0.0,0.1636668587945469,0.4637533282711238,0.6746992160505859,0.060334041832873865,0.109497113365421,-0.11385527438229492,-0.037604405211257186,0,1.0,0.008171852462909301,0.1835226043827236,0.221558616372189,2.5341666666666667,3.7888532880634087,0.5166666666666667,3.716666666666667,4.608032549383919,weak,fringe
WCN,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,"Waste Connections, Inc.",Strong Buy,0.006120158,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5,3076,-0.13242629411633688,-0.11570711506615838,-0.08777936207365744,-0.18543281568410552,3161,149.0,-0.1486529064706248,120.0,6.0,0,0,0.0,0.438,1.0,0.05,-0.14837053687799534,-0.5189732942274846,0.3881328515132454,0.0,-0.11087982864889268,-0.11799039985309079,-0.05684274233951114,0,1.0,-0.0586916504473316,-0.06687545534463124,-0.2747050616266913,2.480666666666667,2.87481304424128,0.11666666666666667,1.5166666666666666,1.854799518179912,weak,fringe
WAB,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,Westinghouse Air Brake Technologies Corporation,Buy,0.0064090267,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5,3076,0.25434786755133587,0.12010929059732645,0.2787686614889455,0.2970463620907309,3161,65.0,0.2888323907481952,27.0,0.0,0,0,0.0,0.0945,1.0,0.0,0.2236534881997493,1.2129141978993716,0.7964887216632571,0.1020561384314278,0.15805285479046338,-0.07122894741786001,-0.06426695919694914,0,1.0,0.19232919953852412,0.30807216517697,0.1548969555531412,2.4168333333333334,4.080360249390145,0.5833333333333334,3.8833333333333333,5.246488721663257,weak,fringe
SNPS,"{'MU', 'WDC', 'LITE', 'technology', 'SNDK'}",sector_top_company|seed_peer,LITE|MU|SNDK|WDC,,"Synopsys, Inc.",Buy,0.0036810145,technology,,,,,computer-hardware,,5,2,LITE|MU|SNDK|WDC|technology,0,0,0,new,,,,,,,,,,,,,37.5,3076,-0.13180601650256682,-0.1507140376430317,-0.13732401735177524,-0.11683400508312591,3161,143.0,-0.10871086907891422,112.0,0.0,0,0,0.0,0.392,1.0,0.0,-0.15166303970644235,-0.31479556056678915,0.0,0.0,-0.17528126320189485,-0.2429792461925684,-0.1009862958637564,0,0.0,-0.0959556713109847,-0.11755544653798311,-0.2136243170726304,2.4093333333333335,2.2740666666666667,0.13333333333333333,1.6333333333333333,1.275,weak,fringe
JCI,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,Johnson Controls International plc,Buy,0.012314244,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5,3076,0.33652914958165064,0.08726161920659958,0.23615539531169638,0.5615366690391304,3161,53.0,0.38496999729816106,1.0,0.0,0,0,0.0,0.0034999999999999996,1.0,0.0,0.29342590001829494,1.1090697732470278,0.7297242417057892,0.09257632171378605,0.15347313328464196,-0.09459651540297376,-0.08851829232940944,0,1.0,0.15736364924376312,0.2644823986832916,0.39040052674056414,2.2104999999999997,3.8610803380517447,0.6,4.0,5.229724241705789,weak,fringe
CSCO,"{'MU', 'WDC', 'LITE', 'technology', 'SNDK'}",sector_top_company|seed_peer,LITE|MU|SNDK|WDC,,"Cisco Systems, Inc.",Buy,0.015511039,technology,,,,,computer-hardware,,5,2,LITE|MU|SNDK|WDC|technology,0,0,0,new,,,,,,,,,,,,,37.5,3076,0.2404177664454721,0.055434565031105665,0.22318778363027936,0.350139349967848,3161,66.0,0.27182780741123636,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.20605244915986953,0.7003167713537302,0.8539822335304621,0.08616208153539562,0.14251966157557772,-0.051106218264338255,0.04076084886461162,0,1.0,0.12348452124501308,0.2512176289089567,0.20217123336821063,2.1,3.709086589039514,0.5666666666666667,3.8,5.037315566863795,weak,fringe
ROK,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,"Rockwell Automation, Inc.",Buy,0.0061202548,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5,3076,0.11876222895028347,-0.1053680530597576,0.041856432478479366,0.30773316642710813,3161,84.0,0.18954451674071301,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.08252022167381586,0.37017590215435725,0.5120129638488624,0.0,-0.01825013615642923,-0.17079546265289813,-0.11323873425240505,0,1.0,-0.04768596945749093,0.0657309961356598,0.1644125427776253,2.0,3.1672077783093173,0.45,3.35,4.062012963848862,weak,fringe
ADSK,"{'MU', 'WDC', 'LITE', 'technology', 'SNDK'}",sector_top_company|seed_peer,LITE|MU|SNDK|WDC,,"Autodesk, Inc.",Strong Buy,0.0024199898,technology,,,,,computer-hardware,,5,2,LITE|MU|SNDK|WDC|technology,0,0,0,new,,,,,,,,,,,,,37.5,3076,-0.19102472502264373,-0.19409900482007114,-0.2587165693984862,-0.12179574074808752,3161,153.0,-0.1695691881788496,83.0,0.0,0,0,0.0,0.2905,1.0,0.0,-0.21233639595720483,-0.5094488375843446,0.23961653882915557,0.0,-0.1708027727572069,-0.1993723693566195,0.0667675367138103,0,0.0,-0.14213791765108852,-0.2417297582600193,-0.21804227280744848,1.9714999999999998,1.97453658996416,0.05,1.25,1.0729498721624888,weak,fringe
MMM,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,3M Company,Buy,0.011636999,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5,3076,-0.06611727346781114,-0.09480172148492838,-0.0623059957563592,-0.05558632717070444,3161,129.0,-0.02980918487992799,48.0,0.0,0,0,0.0,0.16799999999999998,1.0,0.0,-0.08725063970823388,-0.21156080751905532,0.5149598414844684,0.0,-0.0795615441786578,-0.16976405548043605,-0.12427507153076156,0,1.0,-0.036438365518810634,-0.04081835648343701,-0.15908906002774237,1.9373333333333334,2.6935759048906807,0.21666666666666667,2.0833333333333335,2.6149598414844686,weak,fringe
AME,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,"AMETEK, Inc.",Buy,0.0074030114,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5,3076,0.13013410551802707,0.01599063460350414,0.13818019206387233,0.1791597544294432,3161,85.0,0.18172185632247465,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.1019763422397693,0.5915124886878306,0.6501638648301099,0.045796703200671494,0.07816239343028619,-0.12244264730946153,-0.09065745263354896,0,1.0,0.08149741303317493,0.164262053826848,0.049930095255987794,1.9333333333333333,3.327576340818468,0.4666666666666667,3.333333333333333,4.341830531496776,weak,fringe
TEL,"{'MU', 'WDC', 'LITE', 'technology', 'SNDK'}",sector_top_company|seed_peer,LITE|MU|SNDK|WDC,,TE Connectivity plc,Buy,0.002856199,technology,,,,,computer-hardware,,5,2,LITE|MU|SNDK|WDC|technology,0,0,0,new,,,,,,,,,,,,,37.5,3076,0.09647960257663002,-0.12211529608830984,-0.0523520309422989,0.3546086854280288,3161,86.0,0.17955829738314516,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.05710318355757242,0.2543341308338215,0.4868042902637334,0.0,-0.023770007172582153,-0.15728135709558255,-0.15728135709558255,0,1.0,-0.06551300387487546,-0.030636292519449437,0.20615075335081823,1.9,3.0037492408249067,0.43333333333333335,3.2,3.8451376235970667,weak,fringe
PCAR,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,PACCAR Inc,Buy,0.0092405435,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5,3076,0.1469455721013658,0.03186535552896186,0.18980286412937253,0.16162838835956106,3161,89.0,0.16732030940410497,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.12023423551967635,0.5965107896195562,0.6866587798049222,0.058044122472616845,0.09792471354736554,-0.1096694270682772,-0.07465085017713935,0,1.0,0.09839566881306805,0.21706768040696356,0.034320073985693256,1.8666666666666667,3.336821741366523,0.5,3.3666666666666667,4.469992113138256,weak,fringe
IR,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,Ingersoll Rand Inc.,Buy,0.004922388,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5,2230,0.0010207077209421819,0.0028238596138898675,0.009516705082377896,-0.008376865586967375,2293,117.0,0.04116472034241103,24.0,0.0,0,0,0.0,0.08399999999999999,1.0,0.0,-0.020264985769692555,0.0029206065341530296,0.5058727807207857,0.0,-0.01564161667455255,-0.17294452674772498,-0.12190923185478197,0,1.0,0.06748170008832566,0.03265019074041642,-0.11705350520881064,1.8519999999999999,2.778323668432471,0.3,2.5,3.1058727807207855,weak,fringe
FERG,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,Ferguson Enterprises Inc.,Buy,0.006822125,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5,3076,0.13057579464317498,-0.01909369238724723,-0.015368290452300037,0.35135462325386113,3161,91.0,0.1543569629630274,1.0,0.0,0,0,0.0,0.0034999999999999996,1.0,0.0,0.09300950523365077,0.4427366332144961,0.5255195662313599,0.0,-0.033267945040392766,-0.166068151819024,-0.14463284132042087,0,1.0,0.044150997046461304,0.007194945417494658,0.2032533191434016,1.8438333333333334,3.088011739738816,0.48333333333333334,3.283333333333333,4.117186232898026,weak,fringe
NSC,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,Norfolk Southern Corporation,Hold,0.009642833,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5,3076,0.058416121119593135,-0.03515146496500954,-0.03988821735606585,0.20350425263755345,3161,103.0,0.07986924864425658,6.0,0.0,0,0,0.0,0.020999999999999998,1.0,0.0,0.026899457409780815,0.27980591039064484,0.6744891205551583,0.0,-0.0007549788377422262,-0.11392880780569459,-0.09693766360323097,0,1.0,0.027057887218040033,-0.01788686557843977,0.07160656549387179,1.7963333333333333,3.000893472333095,0.38333333333333336,2.8833333333333333,3.766155787221825,weak,fringe
CTAS,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,Cintas Corporation,Buy,0.01031489,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5,3076,-0.1346972960469256,-0.11292352022321717,-0.1545190433950242,-0.1257624366106812,3161,152.0,-0.16100500537616536,60.0,0.0,0,0,0.0,0.21,1.0,0.0,-0.1538332136050849,-0.6523444697740534,0.26544599292439985,0.0,-0.16337318654975164,-0.17307971499419805,-0.1405122170342925,0,1.0,-0.05572858118365853,-0.13514450359266406,-0.2215742398282189,1.7633333333333332,2.1479342624213067,0.1,1.4333333333333333,1.5654459929243998,weak,fringe
UPS,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,"United Parcel Service, Inc.",Buy,0.012602769,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5,3076,0.013239853931075539,-0.02774726730766064,0.16102505233046172,-0.11405178384894255,3161,117.0,0.044059067693965795,0.0,0.0,0,0,0.0,0.0,1.0,0.0,-0.002418744430502287,0.049286665656242214,0.4621429443359374,0.0013132165163585914,0.0009790514145981977,-0.1882499694824219,-0.1444004833759277,0,1.0,0.03493947622022042,0.18763041335271313,-0.21114701253907908,1.6666666666666665,2.6647403631780437,0.31666666666666665,2.6166666666666667,3.2038096110026038,weak,fringe
ITW,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,Illinois Tool Works Inc.,Hold,0.011476329,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5,3076,0.019320063269814548,0.036810563495448534,0.005933150560206046,0.023961725866606054,3161,117.0,0.0426005910424323,0.0,0.0,0,0,0.0,0.0,1.0,0.0,-0.002977869171572986,0.08124357933806045,0.6328437992020814,0.004480712860874962,0.011217027215780107,-0.12850467027927148,-0.09884719091655958,0,1.0,0.10365972287076475,0.02898451760968057,-0.08825905197399542,1.6333333333333333,2.740728040571107,0.3333333333333333,2.6333333333333333,3.3911771325354145,weak,fringe
UNP,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,Union Pacific Corporation,Buy,0.021627158,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5,3076,0.024890908299720762,0.021012229579256303,0.03781041279210595,0.013910743167567796,3161,117.0,0.03668601852308831,3.0,0.0,0,0,0.0,0.010499999999999999,1.0,0.0,0.003122059850656632,0.10751563632045119,0.7014111401611367,0.020156690914068093,0.033158476629925104,-0.10450610094360213,-0.09528852479008987,0,1.0,0.08684277921137373,0.06159226026349596,-0.09720850024254124,1.5981666666666667,2.8110406986451224,0.35,2.6166666666666663,3.5347444734944697,weak,fringe
HAYW,"{'VRT', 'BE'}",industry_top_growth,,,"Hayward Holdings, Inc.",,,industrials,,,,,electrical-equipment-parts,,2,1,BE|VRT,0,0,0,new,-0.1243,0.1249999999999999,,,,,,,,,,,17.5,1266,-0.08801678165019347,-0.15456817172153858,-0.08095235345739704,-0.06180551480731733,1303,129.0,-0.03353630937048042,0.0,0.0,0,0,0.0,0.0,1.0,0.0,-0.10981912501586177,-0.2966154547651412,0.38443682886868336,0.0,-0.1200573031739931,-0.20200827020944556,-0.0987324592951564,0,0.0,-0.10005830365169999,-0.05989200305080067,-0.16462665766300377,1.4,1.89066209732121,0.2,2.0,2.084436828868683,weak,fringe
RSG,"{'VRT', 'industrials', 'BE'}",sector_top_company|seed_peer,BE|VRT,,"Republic Services, Inc.",Buy,0.01024423,industrials,,,,,electrical-equipment-parts,,3,2,BE|VRT|industrials,0,0,0,new,,,,,,,,,,,,,25.5,3076,-0.049392112504518956,0.01868016414693008,-0.04555849115399524,-0.0872618721807672,3161,137.0,-0.06810558951955725,0.0,0.0,0,0,0.0,0.0,1.0,0.0,-0.06752001326716676,-0.29859832062620906,0.5457487960229659,0.0,-0.04509431104267225,-0.06557028762294581,-0.02053343168443289,0,1.0,0.0843603520647207,-0.02368707600537312,-0.18729313319490415,1.3666666666666667,2.332449277613779,0.25,2.1166666666666667,2.7624154626896322,weak,fringe
IBM,"{'MU', 'WDC', 'LITE', 'technology', 'SNDK'}",sector_top_company|seed_peer,LITE|MU|SNDK|WDC,,International Business Machines Corporation,Buy,0.010816725,technology,,,,,computer-hardware,,5,2,LITE|MU|SNDK|WDC|technology,0,0,0,new,,,,,,,,,,,,,37.5,3076,-0.09096505676036426,-0.20290999946455102,-0.09490524242327802,-0.031052399745357118,3161,141.0,-0.09732271201861706,0.0,0.0,0,0,0.0,0.0,1.0,0.0,-0.11486682125181333,-0.19876851988096617,0.33927769512748673,0.0,-0.12620999473708217,-0.23064216650071223,0.019365185794101736,0,0.0,-0.15151700795931056,-0.07416462813908109,-0.13724392101079697,1.3333333333333333,1.8235666170764921,0.18333333333333332,1.8833333333333333,1.97261102846082,weak,fringe
SNOW,"{'MU', 'WDC', 'LITE', 'technology', 'SNDK'}",sector_top_company|seed_peer,LITE|MU|SNDK|WDC,,Snowflake Inc.,Strong Buy,0.0026441664,technology,,,,,computer-hardware,,5,2,LITE|MU|SNDK|WDC|technology,0,0,0,new,,,,,,,,,,,,,37.5,1388,-0.16503023011184093,-0.2786539511450328,-0.27045426312329857,-0.00279433658378736,1428,143.0,-0.10233812833865648,0.0,0.0,0,0,0.0,0.0,1.0,0.0,-0.1927566089699405,-0.30186996944673866,0.0,0.0,-0.24218502339130654,-0.30765786532578254,-0.04039363183422795,0,0.0,-0.23214460924356783,-0.2537364260078214,-0.11208279179524594,1.2666666666666666,1.4,0.06666666666666667,1.4666666666666668,1.0666666666666667,weak,fringe
ACN,"{'MU', 'WDC', 'LITE', 'technology', 'SNDK'}",sector_top_company|seed_peer,LITE|MU|SNDK|WDC,,Accenture plc,Buy,0.0057907924,technology,,,,,computer-hardware,,5,2,LITE|MU|SNDK|WDC|technology,0,0,0,new,,,,,,,,,,,,,37.5,3076,-0.27283298148938195,-0.2754736468749658,-0.17943788199227395,-0.3649077482936979,3161,170.0,-0.2772588833575069,0.0,0.0,0,0,0.0,0.0,1.0,0.0,-0.28380979464168615,-0.6173259758951721,0.0,0.0,-0.24532250451075444,-0.3200943132112003,0.024438604051077117,0,0.0,-0.2287592524070079,-0.1606343675056935,-0.43451049289501786,1.0666666666666667,1.1233333333333335,0.03333333333333333,1.1666666666666667,0.7166666666666667,weak,fringe
ADP,"{'MU', 'WDC', 'LITE', 'technology', 'SNDK'}",sector_top_company|seed_peer,LITE|MU|SNDK|WDC,,"Automatic Data Processing, Inc.",Hold,0.003931572,technology,,,,,computer-hardware,,5,2,LITE|MU|SNDK|WDC|technology,0,0,0,new,,,,,,,,,,,,,37.5,3076,-0.28804190057487067,-0.20545895462485975,-0.29946826129998394,-0.31790701282476275,3161,172.0,-0.2956454182109004,0.0,0.0,0,0,0.0,0.0,1.0,0.0,-0.3012764940579185,-1.0984634433155014,0.0,0.0,-0.2562784273002189,-0.2323697080501731,-0.04688447220044489,0,0.0,-0.1542303089661523,-0.2834152917467012,-0.3926607889150189,1.0333333333333334,1.055,0.016666666666666666,1.0833333333333333,0.6,weak,fringe
