ticker,bars,days_top15_trend,days_top5_trend,latest_close,latest_score,latest_rank,latest_r63,latest_r252,realized_pnl_eur,buy_count,sell_count,days_top15_126,days_top5_126,days_top15_252,above220_now,retain_score,dead_score,manual_order
UEC,3081,0,0,13.569999694824219,0.8492037380611547,15.0,-0.030021449833117164,2.098173365357629,0.0,0.0,0.0,0,0,0,False,0.6051912568306012,0.6282343854204702,1.0
AXON,3081,0,0,412.80999755859375,-0.33196078130347906,173.0,-0.30169494500320837,-0.25113832642431977,0.0,0.0,0.0,0,0,0,False,0.3461748633879782,0.8924017349374792,3.0
NET,1647,0,0,211.69000244140625,0.39990953944604946,54.0,0.0709804640258962,1.006540307501481,0.0,0.0,0.0,0,0,0,False,0.541256830601093,0.6837322404371584,4.0
WPM,3081,0,0,135.55999755859375,0.4139548769824488,51.0,0.1204231750729472,0.7401796521603379,0.0,0.0,0.0,0,0,0,False,0.5461748633879782,0.6792322404371585,5.0
ZS,2023,0,0,138.55999755859375,-0.4103200198470319,180.0,-0.3779852712541627,-0.2907453054581335,0.0,0.0,0.0,0,0,0,False,0.33469945355191255,0.9105307675625748,6.0
RACE,2627,0,0,340.0,-0.22312259990579808,161.0,-0.10354098703089387,-0.19775370576765738,0.0,0.0,0.0,0,0,0,False,0.36584699453551917,0.8545863391402477,7.0
