name,full_roi_pct,full_cagr_pct,full_maxdd_pct,full_sharpe,full_orders,oos_roi_pct,oos_cagr_pct,oos_maxdd_pct,oos_sharpe,oos_orders,ticker,dead_score,retain_score,latest_rank,latest_score,days_top15_trend,realized_pnl_eur,buy_count,full_delta_roi_pct,full_delta_sharpe,full_delta_maxdd_pct,oos_delta_roi_pct,oos_delta_sharpe,oos_delta_maxdd_pct,phase1_score,phase1_pass
UEC,10.853170443750916,0.9232598531128344,-100.0,,22,1.7136155262200525,0.4045871151603597,-100.0,,12,UEC,0.6207322404371585,0.6055393367767049,12.0,0.7511223624915765,0,0.0,0,0.0,,0.0,0.0,,0.0,,False
AXON,10.853170443750916,0.9232598531128344,-100.0,,22,1.7136155262200525,0.4045871151603597,-100.0,,12,AXON,0.8215534297779602,0.3610187888314994,131.0,-0.25515264349929884,0,0.0,0,0.0,,0.0,0.0,,0.0,,False
NET,10.853170443750916,0.9232598531128344,-100.0,,22,1.7136155262200525,0.4045871151603597,-100.0,,12,NET,0.6732322404371585,0.5336215285575268,47.0,0.35984913482579783,0,0.0,0,0.0,,0.0,0.0,,0.0,,False
WPM,10.853170443750916,0.9232598531128344,-100.0,,22,1.7136155262200525,0.4045871151603597,-100.0,,12,WPM,0.6979152258925427,0.5048544052698556,61.0,0.2354333300450564,0,0.0,0,0.0,,0.0,0.0,,0.0,,False
ZS,10.853170443750916,0.9232598531128344,-100.0,,22,1.7136155262200525,0.4045871151603597,-100.0,,12,ZS,0.8576876462099344,0.33430646006437614,144.0,-0.39547872864103284,0,0.0,0,0.0,,0.0,0.0,,0.0,,False
RACE,10.853170443750916,0.9232598531128344,-100.0,,22,1.7136155262200525,0.4045871151603597,-100.0,,12,RACE,0.8153581606131891,0.3589639943109515,132.0,-0.26192372646272505,0,0.0,0,0.0,,0.0,0.0,,0.0,,False
TTE.PA,9.384808800757357,0.8032970525378325,-99.23214156168842,0.5151242874603809,19,1.237837246278809,0.2927795398411259,-97.20163592761392,0.6597248303777513,9,TTE.PA,1.0856718097074896,,,,9,-921.734404326784,1,-1.4683616429935586,,0.7678584383115776,-0.47577827994124355,,2.7983640723860788,,False
ATO.PA,8.833376090822416,0.7578667448862486,-100.0,,19,1.0760592087104592,0.25467054997139194,-100.0,,9,ATO.PA,0.8955480552876888,,,,6,162.78889275114818,1,-2.0197943529285,,0.0,-0.6375563175095933,,0.0,,False
