ticker,source_names,source_types,seed_hits,etf_hits,name,rating,market weight,sector_key,industry_key,symbol,Name,Holding Percent,seed,source_count,source_type_count,sources,is_active,is_reserve,is_hard_exclusion,candidate_status,ytd return,growth estimate,last price,target price,marketCap,averageDailyVolume3Month,regularMarketPrice,fiftyDayAverageChangePercent,twoHundredDayAverageChangePercent,regularMarketChangePercent,sector,industry,priority_score,profile,recent_score,recent_r63,recent_r126,recent_r252,scan_algo_fit,scan_algo_compat_score,scan_algo_compat_score_v2,scan_latest_rank_if_added,scan_days_top15_if_added,scan_days_top5_if_added,scan_top5_share,scan_rel_recent_score,scan_rr_score,scan_breakout252_component,scan_trend200_component,scan_dist_sma220,scan_dd60,scan_r21,scan_entry_heat_flag,scan_pullback_quality,scan_candidate_track,recommendation,full_delta_roi_pct,oos_delta_roi_pct,full_delta_sharpe,oos_delta_sharpe,full_delta_maxdd_pct,oos_delta_maxdd_pct,backtestable_now,recommendation_rank,source_profiles,profile_count,high_fit_profile_count,positive_profile_count,dynamic_conviction_score,dynamic_status,dynamic_status_rank,exchange,fullExchangeName,broker_tradeable,broker_min_market_cap,add_wf_available,add_mean_delta_roi_2017_2025,add_mean_delta_sharpe_2017_2025,add_mean_delta_maxdd_2017_2025,add_roi_wins_2017_2025,add_sharpe_wins_2017_2025,add_maxdd_wins_2017_2025,add_delta_roi_2026_ytd,add_delta_sharpe_2026_ytd,add_delta_maxdd_2026_ytd,promotion_score,promotion_stage,promotion_stage_rank,as_of
PL,{'SAAB-B.ST'},industry_top_performing,,,Planet Labs PBC,,,industrials,aerospace-defense,,,,,1,1,SAAB-B.ST,0,0,0,new,0.7358,,34.23,35.0,10682159104.0,,,,,,,,11.5,targeted_current,4.376000578646897,0.5139318274305915,1.1830356426037447,9.4999998902982,high,10.93939393939394,11.892189280909005,3.0,306.0,160.0,0.5228758169934641,3.282150078493856,4.090793309654736,0.818643756634625,0.7564746428205661,1.2796581428897795,-0.0634746851778812,0.3476377974928877,0.0,0.0,persistent_leader,watch,41069.17641112146,1696.4183887067245,,,55.12367134541643,71.1891249706593,1.0,2,targeted_current,1,1,1,22.9329,watch,3,NYQ,NYQ,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1835.3418,targeted_integration,3,2026-04-10
FIX,{'SAAB-B.ST'},seed_peer,SAAB-B.ST,,"Comfort Systems USA, Inc.",Buy,0.00791734,industrials,aerospace-defense,,,,,1,1,SAAB-B.ST,0,0,0,new,,,,,49674547200.0,,,,,,,,12.0,targeted_current,2.093179317240204,0.5210313380079468,0.9282205120216522,4.044212112074883,medium,9.318181818181818,9.247238187493815,6.0,819.0,115.0,0.1404151404151404,1.56436717183399,3.5772850624057666,1.0,0.4305636643230461,0.7217779536388318,0.0,0.1379207851347399,1.0,0.0,persistent_leader,watch,43235.97982181666,1496.9037131262116,,,55.07769624097485,71.1891249706593,1.0,2,targeted_current,1,0,1,16.6658,watch,3,NYQ,NYQ,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1894.9954,watch_queue,2,2026-04-10
GEV,"{'SAAB-B.ST', 'XLI'}",etf_holding|seed_peer,SAAB-B.ST,XLI,GE Vernova Inc.,Buy,0.037444483,industrials,aerospace-defense,GEV,GE Vernova Inc,0.046519898,SAAB-B.ST,2,2,SAAB-B.ST|XLI,0,0,0,new,,,,,239603073024.0,,,,,,,,20.0,targeted_current,1.284685320537778,0.4615593803999114,0.597076531593538,2.383857079550951,medium,7.979575757575757,8.805716081752754,10.0,158.0,7.0,0.0443037974683544,0.9292652804715896,2.8389989054049733,1.0,0.3007174435043023,0.4885320835176454,0.0,0.1535033430057182,0.0,0.0,persistent_leader,,,,,,,,,0,targeted_current,1,0,0,13.5986,review,2,NYQ,NYQ,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5986,watch_queue,2,2026-04-10
SYM,{'SAAB-B.ST'},seed_peer,SAAB-B.ST,,Symbotic Inc.,Buy,0.0046015074,industrials,aerospace-defense,,,,,1,1,SAAB-B.ST,0,0,0,new,,,,,33016758272.0,,,,,,,,12.0,targeted_current,0.6222071556974218,-0.2302499563572787,-0.2167494652621682,1.887392332684362,low,5.3939393939393945,5.914393939393941,41.0,440.0,249.0,0.5659090909090909,0.3212535574823041,0.994617544186056,0.0,0.0,-0.022281817599617,-0.2308023315482864,0.0743784884728921,0.0,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,8.5102,review,2,NGM,NGM,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5102,review_queue,1,2026-04-10
WWD,{'SAAB-B.ST'},industry_top_growth,,,"Woodward, Inc.",,,industrials,aerospace-defense,,,,,1,1,SAAB-B.ST,0,0,0,new,0.2984,0.5767195767195767,,,21697837056.0,,,,,,,,11.5,targeted_current,0.8401228658701918,0.2168077226057219,0.5424181315829346,1.449485171789684,low,4.163363636363637,5.583654439557536,16.0,74.0,0.0,0.0,0.5808429979212222,1.9036725346678829,0.9288127495448713,0.2205406093136492,0.3583077117152322,-0.0249155376592951,0.0172333207534396,0.0,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,8.4057,review,2,NMS,NMS,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4057,review_queue,1,2026-04-10
EME,{'SAAB-B.ST'},seed_peer,SAAB-B.ST,,"EMCOR Group, Inc.",Buy,0.005108284,industrials,aerospace-defense,,,,,1,1,SAAB-B.ST,0,0,0,new,,,,,33344749568.0,,,,,,,,12.0,targeted_current,0.6350641520054875,0.2295498416763146,0.1891602842032136,1.2837251749723475,low,4.615151515151515,5.699479996221185,37.0,271.0,0.0,0.0,0.3951804400886634,1.5703777498803952,0.9564464764287152,0.1426868506065922,0.2452139277824949,-0.0152437332499496,0.1064724197674322,0.0,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,8.1509,review,2,NYQ,NYQ,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1509,review_queue,1,2026-04-10
FDX,{'SAAB-B.ST'},seed_peer,SAAB-B.ST,,FedEx Corporation,Buy,0.012824636,industrials,aerospace-defense,,,,,1,1,SAAB-B.ST,0,0,0,new,,,,,83945873408.0,,,,,,,,12.0,targeted_current,0.6024161865988502,0.2266944862907225,0.555729778200692,0.8369634451510723,weak,3.2372575757575754,4.869464320239534,30.0,63.0,0.0,0.0,0.4063329733980504,2.2117111944807117,0.9155682906149236,0.2300894148348041,0.3711343673621821,-0.0295510982847767,0.0487662356240237,0.0,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,6.6825,review,2,NYQ,NYQ,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6825,review_queue,1,2026-04-10
GWW,{'SAAB-B.ST'},seed_peer,SAAB-B.ST,,"W.W. Grainger, Inc.",Hold,0.007916942,industrials,aerospace-defense,,,,,1,1,SAAB-B.ST,0,0,0,new,,,,,49981333504.0,,,,,,,,12.0,targeted_current,0.2299044236435908,0.1667495814418811,0.2225547568711974,0.2688315115168391,weak,3.726772727272727,4.609702850533881,91.0,151.0,46.0,0.304635761589404,0.0944347037440263,0.8008741871340338,0.9281003493930298,0.0961074251103929,0.1392699388889895,-0.0251648777124395,0.0594811416045382,0.0,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,6.129,review,2,NYQ,NYQ,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.129,review_queue,1,2026-04-10
ODFL,{'SAAB-B.ST'},seed_peer,SAAB-B.ST,,"Old Dominion Freight Line, Inc.",Hold,0.0062453356,industrials,aerospace-defense,,,,,1,1,SAAB-B.ST,0,0,0,new,,,,,39247773696.0,,,,,,,,12.0,targeted_current,0.3991128722328744,0.264180536186404,0.4820316857345759,0.383660226754408,weak,3.787121212121212,4.698433236777699,57.0,150.0,0.0,0.0,0.2504151949958247,0.8578928084295767,0.9115856770716644,0.1961565862447047,0.2948804331172563,-0.0309450130249174,0.0742487714609481,0.0,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,6.1009,review,2,NMS,NMS,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1009,review_queue,1,2026-04-10
JCI,{'SAAB-B.ST'},seed_peer,SAAB-B.ST,,Johnson Controls International plc,Buy,0.01237795,industrials,aerospace-defense,,,,,1,1,SAAB-B.ST,0,0,0,new,,,,,81594540032.0,,,,,,,,12.0,targeted_current,0.5639737805629957,0.2618984208015797,0.3096667833158923,0.9693184576908068,weak,2.4650454545454545,4.098527671347786,41.0,1.0,0.0,0.0,0.3558848337495737,1.8420392620292896,0.929091936050598,0.141479435387632,0.2262087868837419,-0.0248178223822906,0.0590563201278848,0.0,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,5.978,discovered,1,NYQ,NYQ,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.978,review_queue,1,2026-04-10
