ticker,source_names,source_types,seed_hits,etf_hits,name,rating,market weight,sector_key,industry_key,symbol,Name,Holding Percent,seed,source_count,source_type_count,sources,is_active,is_reserve,is_hard_exclusion,candidate_status,ytd return,growth estimate,last price,target price,marketCap,averageDailyVolume3Month,regularMarketPrice,fiftyDayAverageChangePercent,twoHundredDayAverageChangePercent,regularMarketChangePercent,sector,industry,priority_score,profile,recent_score,recent_r63,recent_r126,recent_r252,scan_algo_fit,scan_algo_compat_score,scan_algo_compat_score_v2,scan_latest_rank_if_added,scan_days_top15_if_added,scan_days_top5_if_added,scan_top5_share,scan_rel_recent_score,scan_rr_score,scan_breakout252_component,scan_trend200_component,scan_dist_sma220,scan_dd60,scan_r21,scan_entry_heat_flag,scan_pullback_quality,scan_candidate_track,recommendation,full_delta_roi_pct,oos_delta_roi_pct,full_delta_sharpe,oos_delta_sharpe,full_delta_maxdd_pct,oos_delta_maxdd_pct,backtestable_now,recommendation_rank,source_profiles,profile_count,high_fit_profile_count,positive_profile_count,dynamic_conviction_score,dynamic_status,dynamic_status_rank,exchange,fullExchangeName,broker_tradeable,broker_min_market_cap,add_wf_available,add_mean_delta_roi_2017_2025,add_mean_delta_sharpe_2017_2025,add_mean_delta_maxdd_2017_2025,add_roi_wins_2017_2025,add_sharpe_wins_2017_2025,add_maxdd_wins_2017_2025,add_delta_roi_2026_ytd,add_delta_sharpe_2026_ytd,add_delta_maxdd_2026_ytd,promotion_score,promotion_stage,promotion_stage_rank,as_of
FIX,{'SAAB-B.ST'},seed_peer,SAAB-B.ST,,"Comfort Systems USA, Inc.",Strong Buy,0.0074723307,industrials,aerospace-defense,,,,,1,1,SAAB-B.ST,0,0,0,new,,,,,49674547200.0,,,,,,,,12.0,targeted_current,1.5664037917047833,0.4265867933268092,0.7480559817309822,2.9546601008675712,high,9.3125,10.156057997901192,6.0,811.0,115.0,0.1418002466091245,1.454750489210499,2.875399100360974,0.798202543338602,0.3245187088148458,0.5542952486171269,-0.0706291098314892,-0.0496860459786895,0.0,1.0,persistent_leader,watch,43235.97982181666,1496.9037131262116,,,55.07769624097485,71.1891249706593,1.0,2,targeted_current,1,1,1,18.7014,watch,3,NYQ,NYQ,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1897.831,targeted_integration,3,2026-03-30
PL,{'SAAB-B.ST'},industry_top_performing,,,Planet Labs PBC,,,industrials,aerospace-defense,,,,,1,1,SAAB-B.ST,0,0,0,new,0.5649,,30.86,34.4444,10682159104.0,,,,,,,,11.5,targeted_current,3.558823837833703,0.5187008402471593,1.5802676013312849,7.057441573129392,high,10.9375,11.74022148729775,3.0,298.0,152.0,0.5100671140939598,3.291861434568255,3.629741089085592,0.6356881572173623,0.7114441314556235,1.2110553225639349,-0.1275091449739231,0.2054687558789736,0.0,0.0,persistent_leader,watch,41069.17641112146,1696.4183887067245,,,55.12367134541643,71.1891249706593,1.0,2,targeted_current,1,1,1,22.7237,watch,3,NYQ,NYQ,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1835.1326,targeted_integration,3,2026-03-30
GEV,"{'SAAB-B.ST', 'XLI'}",etf_holding|seed_peer,SAAB-B.ST,XLI,GE Vernova Inc.,Buy,0.035879318,industrials,aerospace-defense,GEV,GE Vernova Inc,0.0436343,SAAB-B.ST,2,2,SAAB-B.ST|XLI,0,0,0,new,,,,,239603073024.0,,,,,,,,20.0,targeted_current,0.8916008431095581,0.2784870283831033,0.404332278305515,1.6854263152768283,medium,7.8255,8.800847980693455,10.0,150.0,7.0,0.0466666666666666,0.8245664036762952,2.0692312582158383,0.7818376631910924,0.2075061935202205,0.3464121153166768,-0.0763568178831176,-0.0265842688131779,0.0,1.0,persistent_leader,,,,,,,,,0,targeted_current,1,0,0,13.0894,review,2,NYQ,NYQ,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0894,watch_queue,2,2026-03-30
RCAT,{'SAAB-B.ST'},industry_top_performing,,,"Red Cat Holdings, Inc.",,,industrials,aerospace-defense,,,,,1,1,SAAB-B.ST,0,0,0,new,0.599,,12.68,21.75,1835252352.0,,,,,,,,11.5,targeted_current,0.6499366512126334,0.3949395041061501,0.2468043471044403,1.180567528874068,low,5.5625,6.538346919635841,32.0,598.0,411.0,0.6872909698996655,0.6034490992569129,0.5159260715452587,0.2297563955506919,0.1313785206762657,0.2358729529210281,-0.2695852615572578,-0.0238644704699404,0.0,0.0,fringe,,,,,,,,,0,targeted_current,1,0,0,9.2698,review,2,NCM,NCM,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2698,review_queue,1,2026-03-30
EME,{'SAAB-B.ST'},seed_peer,SAAB-B.ST,,"EMCOR Group, Inc.",Buy,0.0050853044,industrials,aerospace-defense,,,,,1,1,SAAB-B.ST,0,0,0,new,,,,,33344749568.0,,,,,,,,12.0,targeted_current,0.4505439055539255,0.1706199084360553,0.1726240234375,0.8684257862292861,low,4.5375,5.770538875258596,41.0,271.0,0.0,0.0,0.4118498550928893,1.1976722453152968,0.7191333360088037,0.0869731227555211,0.159158394801216,-0.0983033323969186,-0.0178106866410157,0.0,1.0,fringe,,,,,,,,,0,targeted_current,1,0,0,8.0287,review,2,NYQ,NYQ,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0287,review_queue,1,2026-03-30
WWD,{'SAAB-B.ST'},industry_top_growth,,,"Woodward, Inc.",,,industrials,aerospace-defense,,,,,1,1,SAAB-B.ST,0,0,0,new,0.1616,0.5767195767195767,,,21697837056.0,,,,,,,,11.5,targeted_current,0.5459666105690213,0.1188390699678714,0.4394573035063502,0.8660396879322674,weak,3.402,4.979978987364661,26.0,74.0,0.0,0.0,0.5104848694396279,1.3181301258667424,0.6352629993575097,0.1421186462502589,0.2409611734216599,-0.1276579502248715,-0.0943157211731897,0.0,1.0,fringe,,,,,,,,,0,targeted_current,1,0,0,6.6743,review,2,NMS,NMS,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6743,review_queue,1,2026-03-30
FDX,{'SAAB-B.ST'},seed_peer,SAAB-B.ST,,FedEx Corporation,Buy,0.012721387,industrials,aerospace-defense,,,,,1,1,SAAB-B.ST,0,0,0,new,,,,,83945873408.0,,,,,,,,12.0,targeted_current,0.3791039359920422,0.1624535597017795,0.4549107684828877,0.4116222916463279,weak,3.0365,4.708029244757484,46.0,63.0,0.0,0.0,0.3634062203984814,1.4749330472122022,0.6726435006261111,0.1676552406363628,0.2737193766185557,-0.114574774780861,-0.1127476069976947,0.0,1.0,fringe,,,,,,,,,0,targeted_current,1,0,0,6.2805,review,2,NYQ,NYQ,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2805,review_queue,1,2026-03-30
CSX,{'SAAB-B.ST'},seed_peer,SAAB-B.ST,,CSX Corporation,Buy,0.011434121,industrials,aerospace-defense,,,,,1,1,SAAB-B.ST,0,0,0,new,,,,,72411136000.0,,,,,,,,12.0,targeted_current,0.2161627899279278,0.0785752986831307,0.1743635169477362,0.326755808530518,weak,3.543,4.796447171475939,74.0,141.0,0.0,0.0,0.1982421096893302,0.941087833731445,0.7683576459543705,0.0672626398388624,0.1139247125817437,-0.0810748239159703,-0.0698711195854332,0.0,1.0,fringe,,,,,,,,,0,targeted_current,1,0,0,6.0527,review,2,NMS,NMS,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0527,review_queue,1,2026-03-30
GWW,{'SAAB-B.ST'},seed_peer,SAAB-B.ST,,"W.W. Grainger, Inc.",Hold,0.0077618635,industrials,aerospace-defense,,,,,1,1,SAAB-B.ST,0,0,0,new,,,,,49981333504.0,,,,,,,,12.0,targeted_current,0.077274553464661,0.0255546712712613,0.1107059102918992,0.0697031377341226,weak,3.687,4.642907114370584,100.0,151.0,46.0,0.304635761589404,0.068071531985557,0.2803287849693544,0.6545205690749012,0.0227233522270648,0.0284721095378621,-0.1209178008237845,-0.0438255955443762,0.0,1.0,fringe,,,,,,,,,0,targeted_current,1,0,0,5.9752,discovered,1,NYQ,NYQ,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9752,review_queue,1,2026-03-30
ODFL,{'SAAB-B.ST'},seed_peer,SAAB-B.ST,,"Old Dominion Freight Line, Inc.",Hold,0.00610414,industrials,aerospace-defense,,,,,1,1,SAAB-B.ST,0,0,0,new,,,,,39247773696.0,,,,,,,,12.0,targeted_current,0.2194843565724357,0.1818523821319351,0.341166461303761,0.1166182390613606,weak,3.7,4.748055916704292,73.0,150.0,0.0,0.0,0.2146011532440382,0.4763346389605697,0.6319374387739749,0.1169057557331791,0.1722528018108167,-0.1288218964291088,-0.0505620760507234,0.0,1.0,fringe,,,,,,,,,0,targeted_current,1,0,0,5.9368,discovered,1,NMS,NMS,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9368,review_queue,1,2026-03-30
